bvh_file,bvh_name,contact_ground,foot_ground_limit,fix_robot_penetration,mode,frames,all_max_penetration,all_penetration_frame_ratio,all_mean_penetration,all_p95_penetration,total_root_lift,max_root_lift,frames_with_lift,mean_lift_when_active,total_foot_slip,mean_xy_slip_per_contact_step,mean_xy_slip_per_contact_foot_frame,left_total_foot_slip,right_total_foot_slip,left_mean_xy_slip_per_contact_step,right_mean_xy_slip_per_contact_step,left_contact_step_count,right_contact_step_count,left_contact_frame_count,right_contact_frame_count,max_xy_slip_step,contact_step_count,contact_foot_frame_count,mean_error1,max_error1,mean_error2,max_error2,foot_max_penetration,foot_mean_penetration,foot_p95_penetration,foot_penetration_frame_ratio,leg_max_penetration,leg_mean_penetration,leg_p95_penetration,leg_penetration_frame_ratio,trunk_max_penetration,trunk_mean_penetration,trunk_p95_penetration,trunk_penetration_frame_ratio,arm_max_penetration,arm_mean_penetration,arm_p95_penetration,arm_penetration_frame_ratio
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,False,False,False,contact_ground0_foot_ground_limit0_fix_robot_penetration0,500,0.02253451295645622,0.472,0.003522306261128295,0.017837175168969484,0.0,0.0,0,0.0,1.1288364593625784,0.002894452459904047,0.0028505971196024706,1.1288364593625784,0.0,0.002894452459904047,0.0,390,0,396,0,0.02927615517463353,390,396,0.6910819553676325,1.3609154944422253,0.6910819553676325,1.3609154944422253,0.02253451295645622,0.003522306261128295,0.017837175168969484,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,False,False,True,contact_ground0_foot_ground_limit0_fix_robot_penetration1,500,1.6479873021779667e-16,0.0,1.04638520070921e-17,5.394990010287854e-17,1.7542457383968841,0.022575243904122362,234,0.007496776659815744,1.1291025093093943,0.002895134639254857,0.002851268962902511,1.1291025093093943,0.0,0.002895134639254857,0.0,390,0,396,0,0.029271211172716454,390,396,0.6860528881524071,1.3926234215013908,0.6860528881524071,1.3926234215013908,1.6479873021779667e-16,1.04638520070921e-17,5.394990010287854e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,False,True,False,contact_ground0_foot_ground_limit1_fix_robot_penetration0,500,0.007383587079988907,0.038,3.5643032783964146e-05,0.0,0.0,0.0,0,0.0,1.1212048721199832,0.0028748842874871364,0.002831325434646422,1.1212048721199832,0.0,0.0028748842874871364,0.0,390,0,396,0,0.02922092548131495,390,396,0.690441622937187,1.3701190737637194,0.690441622937187,1.3701190737637194,0.007383587079988907,3.5643032783964146e-05,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,False,True,True,contact_ground0_foot_ground_limit1_fix_robot_penetration1,500,5.724587470723463e-17,0.0,6.626643678231403e-19,0.0,0.017825977455428133,0.0073835870799900585,19,0.0009382093397593754,1.1212049351826756,0.0028748844491863477,0.0028313255938956453,1.1212049351826756,0.0,0.0028748844491863477,0.0,390,0,396,0,0.029220925481315885,390,396,0.6903799621394346,1.3701190737637177,0.6903799621394346,1.3701190737637177,5.724587470723463e-17,6.626643678231403e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,True,False,False,contact_ground1_foot_ground_limit0_fix_robot_penetration0,500,0.07254999700417554,1.0,0.04286146062769805,0.05863363319918343,0.0,0.0,0,0.0,1.0479727655367963,0.0026871096552225546,0.0026463958725676676,1.0479727655367963,0.0,0.0026871096552225546,0.0,390,0,396,0,0.02959013636764627,390,396,0.6911509315295354,1.3796422043204328,0.6911509315295354,1.3796422043204328,0.07254999700417554,0.04286146062769805,0.05863363319918343,1.0,0.03380152591687701,0.00914063692253963,0.028746564838471832,0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,True,False,True,contact_ground1_foot_ground_limit0_fix_robot_penetration1,500,2.237793284010081e-16,0.0,2.0938112355040062e-17,9.905271047827553e-17,21.265126658886803,0.07174697600059263,500,0.04253025331777361,1.0564031638593498,0.00270872606117782,0.0026676847572205805,1.0564031638593498,0.0,0.00270872606117782,0.0,390,0,396,0,0.02957724078620576,390,396,0.6376618273652691,1.3964019524047464,0.6376618273652691,1.3964019524047464,2.237793284010081e-16,2.0938112355040062e-17,9.905271047827553e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,True,True,False,contact_ground1_foot_ground_limit1_fix_robot_penetration0,500,0.01347662575592235,0.406,0.0004406167988801887,0.0024149609044547948,0.0,0.0,0,0.0,1.198101629545997,0.0030720554603743512,0.0030255091655201943,1.198101629545997,0.0,0.0030720554603743512,0.0,390,0,396,0,0.030363043967042366,390,396,0.6890968092526912,1.2800367530198997,0.6890968092526912,1.2800367530198997,0.01347662575592235,0.0004406167988801887,0.0024149609044547948,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/dance1_subject2.bvh,dance1_subject2,True,True,True,contact_ground1_foot_ground_limit1_fix_robot_penetration1,500,1.5785983631388945e-16,0.0,7.41073868937292e-18,4.683753385137379e-17,0.22033003732599787,0.013476850430912337,203,0.0010853696419999895,1.198109960676152,0.003072076822246544,0.0030255302037276565,1.198109960676152,0.0,0.003072076822246544,0.0,390,0,396,0,0.030363084364092165,390,396,0.6885904732602761,1.280034275487466,0.6885904732602761,1.280034275487466,1.5785983631388945e-16,7.41073868937292e-18,4.683753385137379e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/data2/Documents/lafan1/fallAndGetUp1_subject4.bvh,fallAndGetUp1_subject4,False,False,False,contact_ground0_foot_ground_limit0_fix_robot_penetration0,500,0.24567291148190348,0.516,0.0387034476605812,0.21154126158039985,0.0,0.0,0,0.0,1.0037497702181417,0.004096937837625068,0.00403112357517326,1.0037497702181417,0.0,0.004096937837625068,0.0,245,0,249,0,0.029413028575424438,245,249,0.8112352705189603,1.5470095748735853,0.8112352705189603,1.5470095748735853,0.12532271108359758,0.011308818476303979,0.09026837192965291,0.386,0.24567291148190348,0.0328423674986251,0.21154126158039985,0.44,0.05826662320086726,0.0007296854753633715,0.0,0.02,0.11717664456778876,0.018568059142736588,0.07283458653296633,0.424
/data2/Documents/lafan1/fallAndGetUp1_subject4.bvh,fallAndGetUp1_subject4,False,False,True,contact_ground0_foot_ground_limit0_fix_robot_penetration1,500,9.367506770274758e-17,0.0,6.1790850214293866e-18,3.8163916471489756e-17,19.328692144237916,0.2456693720645687,258,0.07491741141177487,1.004766896979586,0.004101089375426882,0.004035208421604763,1.004766896979586,0.0,0.004101089375426882,0.0,245,0,249,0,0.029413028575145533,245,249,0.8240554023804426,1.5713007706930424,0.8240554023804426,1.5713007706930424,6.591949208711867e-17,1.1345091532888319e-18,0.0,0.0,9.367506770274758e-17,3.12944115066216e-18,1.7694179454963117e-17,0.0,0.0,0.0,0.0,0.0,6.591949208711867e-17,1.915134717478395e-18,1.0408340855860843e-17,0.0
