frame,low_pose,margin,root_lift,frame_xy_slip,left_frame_xy_slip,right_frame_xy_slip,contact_sides,error1,error2,all_min_signed_distance,all_max_penetration,all_penetrating,foot_min_signed_distance,foot_max_penetration,foot_mean_penetration,foot_penetrating,leg_min_signed_distance,leg_max_penetration,leg_mean_penetration,leg_penetrating,trunk_min_signed_distance,trunk_max_penetration,trunk_mean_penetration,trunk_penetrating,arm_min_signed_distance,arm_max_penetration,arm_mean_penetration,arm_penetrating
57,False,0.01,0.0,9.290835222054981e-06,9.290835222054981e-06,0.0,left,0.6846370288062738,0.6846370288062738,0.01853248868665425,0.0,False,0.01853248868665425,0.0,0.0,False,0.05753119980455165,0.0,0.0,False,0.6604081851103681,0.0,0.0,False,1.0588650373823671,0.0,0.0,False
58,False,0.01,0.0,2.000444518813029e-05,2.000444518813029e-05,0.0,left,0.6848318572847836,0.6848318572847836,0.01849655718693428,0.0,False,0.01849655718693428,0.0,0.0,False,0.05751539996454935,0.0,0.0,False,0.6604049666634527,0.0,0.0,False,1.0588492543390802,0.0,0.0,False
59,False,0.01,0.0,2.0167145232414065e-05,2.0167145232414065e-05,0.0,left,0.684715003430349,0.684715003430349,0.018469552444953064,0.0,False,0.018469552444953064,0.0,0.0,False,0.057504693843430155,0.0,0.0,False,0.6604056261396836,0.0,0.0,False,1.0588300376262503,0.0,0.0,False
60,False,0.01,0.0,1.097132039722315e-05,1.097132039722315e-05,0.0,left,0.6844696844641501,0.6844696844641501,0.018452398560044186,0.0,False,0.018452398560044186,0.0,0.0,False,0.05749772645878082,0.0,0.0,False,0.660405095373819,0.0,0.0,False,1.0587996146995045,0.0,0.0,False
61,False,0.01,0.0,4.4922029666890195e-05,4.4922029666890195e-05,0.0,left,0.6842575933587414,0.6842575933587414,0.01844923209764565,0.0,False,0.01844923209764565,0.0,0.0,False,0.05749362310363393,0.0,0.0,False,0.6603993742342149,0.0,0.0,False,1.0587621530043159,0.0,0.0,False
62,False,0.01,0.0,3.426886400985735e-05,3.426886400985735e-05,0.0,left,0.6837417774481195,0.6837417774481195,0.018452812927487985,0.0,False,0.018452812927487985,0.0,0.0,False,0.057488161568961,0.0,0.0,False,0.6603897168143499,0.0,0.0,False,1.0587320029684377,0.0,0.0,False
63,False,0.01,0.0,1.9130966169009504e-05,1.9130966169009504e-05,0.0,left,0.6830581827237955,0.6830581827237955,0.01846205660117778,0.0,False,0.01846205660117778,0.0,0.0,False,0.05747684465461986,0.0,0.0,False,0.6603746984659682,0.0,0.0,False,1.0587112753869456,0.0,0.0,False
64,False,0.01,0.0,2.8759772974834703e-05,2.8759772974834703e-05,0.0,left,0.682638842524685,0.682638842524685,0.018472350859381315,0.0,False,0.018472350859381315,0.0,0.0,False,0.05745991110216592,0.0,0.0,False,0.6603554783618284,0.0,0.0,False,1.0587133833719136,0.0,0.0,False
65,False,0.01,0.0,7.167925380203944e-06,7.167925380203944e-06,0.0,left,0.6825024008579942,0.6825024008579942,0.018481399604241337,0.0,False,0.018481399604241337,0.0,0.0,False,0.05743771549358337,0.0,0.0,False,0.6603305390671461,0.0,0.0,False,1.0587276897184255,0.0,0.0,False
66,False,0.01,0.0,1.3684012518774545e-05,1.3684012518774545e-05,0.0,left,0.6824970381894302,0.6824970381894302,0.0185030824112999,0.0,False,0.0185030824112999,0.0,0.0,False,0.057426887034415286,0.0,0.0,False,0.6603129537290908,0.0,0.0,False,1.0587513018252956,0.0,0.0,False
67,False,0.01,0.0,1.3409039570951821e-05,1.3409039570951821e-05,0.0,left,0.6826629228494541,0.6826629228494541,0.01853539094527142,0.0,False,0.01853539094527142,0.0,0.0,False,0.05743166667588878,0.0,0.0,False,0.6603067150541224,0.0,0.0,False,1.0587851993788557,0.0,0.0,False
68,False,0.01,0.0,2.8893841498931015e-05,2.8893841498931015e-05,0.0,left,0.6828818769003197,0.6828818769003197,0.018577907193178558,0.0,False,0.018577907193178558,0.0,0.0,False,0.057448931831656114,0.0,0.0,False,0.6603048411707313,0.0,0.0,False,1.0588265971880397,0.0,0.0,False
69,False,0.01,0.0,1.9504111365282676e-05,1.9504111365282676e-05,0.0,left,0.6831213350577701,0.6831213350577701,0.018621105676267638,0.0,False,0.018621105676267638,0.0,0.0,False,0.0574689341611444,0.0,0.0,False,0.6603024033556538,0.0,0.0,False,1.0588615522125213,0.0,0.0,False
70,False,0.01,0.0,4.031917339229994e-06,4.031917339229994e-06,0.0,left,0.6838217202554142,0.6838217202554142,0.01866259565127856,0.0,False,0.01866259565127856,0.0,0.0,False,0.05748871026348665,0.0,0.0,False,0.6602974615509302,0.0,0.0,False,1.0588874964972472,0.0,0.0,False
71,False,0.01,0.0,1.0508416261567255e-05,1.0508416261567255e-05,0.0,left,0.6847237735431954,0.6847237735431954,0.018700106428718954,0.0,False,0.018700106428718954,0.0,0.0,False,0.05750511735509986,0.0,0.0,False,0.6602880361739915,0.0,0.0,False,1.0588983650528887,0.0,0.0,False
72,False,0.01,0.0,2.2100974357426622e-05,2.2100974357426622e-05,0.0,left,0.6850212303514039,0.6850212303514039,0.018731816506613562,0.0,False,0.018731816506613562,0.0,0.0,False,0.05751501774910092,0.0,0.0,False,0.6602715115046517,0.0,0.0,False,1.0588674466665524,0.0,0.0,False
73,False,0.01,0.0,6.181661746781981e-05,6.181661746781981e-05,0.0,left,0.6854304348911752,0.6854304348911752,0.018756700958881267,0.0,False,0.018756700958881267,0.0,0.0,False,0.057522970296477544,0.0,0.0,False,0.6602547378090211,0.0,0.0,False,1.0587767513268533,0.0,0.0,False
74,False,0.01,0.0,2.4049706441173683e-05,2.4049706441173683e-05,0.0,left,0.6853167758117599,0.6853167758117599,0.018786487339144245,0.0,False,0.018786487339144245,0.0,0.0,False,0.05752989180361773,0.0,0.0,False,0.6602313627113214,0.0,0.0,False,1.0586871416510508,0.0,0.0,False
75,False,0.01,0.0,2.827145605786139e-05,2.827145605786139e-05,0.0,left,0.6854735557304201,0.6854735557304201,0.01881354107416342,0.0,False,0.01881354107416342,0.0,0.0,False,0.05752908454851435,0.0,0.0,False,0.6602057068949584,0.0,0.0,False,1.0586349524075893,0.0,0.0,False
76,False,0.01,0.0,1.7075117504789256e-05,1.7075117504789256e-05,0.0,left,0.6853735333963951,0.6853735333963951,0.018849327285455082,0.0,False,0.018849327285455082,0.0,0.0,False,0.05753800284694771,0.0,0.0,False,0.6601832374300689,0.0,0.0,False,1.0585577999971691,0.0,0.0,False
77,False,0.01,0.0,2.031707454929102e-05,2.031707454929102e-05,0.0,left,0.6849350188512537,0.6849350188512537,0.018889556267358852,0.0,False,0.018889556267358852,0.0,0.0,False,0.0575550024380794,0.0,0.0,False,0.6601640528081542,0.0,0.0,False,1.0584378403385788,0.0,0.0,False
78,False,0.01,0.0,2.4319839981625575e-05,2.4319839981625575e-05,0.0,left,0.6849529062397325,0.6849529062397325,0.018932032291177875,0.0,False,0.018932032291177875,0.0,0.0,False,0.05757661675264586,0.0,0.0,False,0.6601525260721672,0.0,0.0,False,1.058367300676798,0.0,0.0,False
79,False,0.01,0.0,3.027813835074204e-05,3.027813835074204e-05,0.0,left,0.6852787094199687,0.6852787094199687,0.0189815938513657,0.0,False,0.0189815938513657,0.0,0.0,False,0.05760937348377532,0.0,0.0,False,0.6601495347965267,0.0,0.0,False,1.0583256321958794,0.0,0.0,False
80,False,0.01,0.0,9.164907317001283e-06,9.164907317001283e-06,0.0,left,0.6854428777714662,0.6854428777714662,0.019031659681713733,0.0,False,0.019031659681713733,0.0,0.0,False,0.05764932912303217,0.0,0.0,False,0.6601548426432697,0.0,0.0,False,1.0583241321943777,0.0,0.0,False
81,False,0.01,0.0,4.6348530961879076e-05,4.6348530961879076e-05,0.0,left,0.684977592123588,0.684977592123588,0.01907347973082731,0.0,False,0.01907347973082731,0.0,0.0,False,0.05768053966220643,0.0,0.0,False,0.6601508704763064,0.0,0.0,False,1.0582788540941248,0.0,0.0,False
82,False,0.01,0.0,2.5770695177959207e-05,2.5770695177959207e-05,0.0,left,0.6836840410530036,0.6836840410530036,0.019118813279974844,0.0,False,0.019118813279974844,0.0,0.0,False,0.05770333785436452,0.0,0.0,False,0.6601336665777279,0.0,0.0,False,1.0581711397821483,0.0,0.0,False
83,False,0.01,0.0,6.294771077021309e-05,6.294771077021309e-05,0.0,left,0.6823749377359952,0.6823749377359952,0.01916754859917643,0.0,False,0.01916754859917643,0.0,0.0,False,0.057720769677667705,0.0,0.0,False,0.6601099007223202,0.0,0.0,False,1.0580782008629552,0.0,0.0,False
84,False,0.01,0.0,2.0277363528152102e-05,2.0277363528152102e-05,0.0,left,0.6819618837352673,0.6819618837352673,0.019216028464145853,0.0,False,0.019216028464145853,0.0,0.0,False,0.057732830145455855,0.0,0.0,False,0.6600841294323202,0.0,0.0,False,1.0580555300697003,0.0,0.0,False
85,False,0.01,0.0,2.8833670603509507e-05,2.8833670603509507e-05,0.0,left,0.6822008234982487,0.6822008234982487,0.01926536155552878,0.0,False,0.01926536155552878,0.0,0.0,False,0.0577436628209399,0.0,0.0,False,0.6600574804486545,0.0,0.0,False,1.058105790305938,0.0,0.0,False
86,False,0.01,0.0,4.525898024531317e-05,4.525898024531317e-05,0.0,left,0.6825510580164363,0.6825510580164363,0.01931232710873528,0.0,False,0.01931232710873528,0.0,0.0,False,0.057752673779791375,0.0,0.0,False,0.6600297785403627,0.0,0.0,False,1.0581750289305332,0.0,0.0,False
87,False,0.01,0.0,3.909562141426768e-05,3.909562141426768e-05,0.0,left,0.6829340311907446,0.6829340311907446,0.01936914697316587,0.0,False,0.01936914697316587,0.0,0.0,False,0.05777020548913231,0.0,0.0,False,0.6600048681833723,0.0,0.0,False,1.0582152495025203,0.0,0.0,False
88,False,0.01,0.0,9.996674883874133e-06,9.996674883874133e-06,0.0,left,0.6828783243792369,0.6828783243792369,0.01943306510497591,0.0,False,0.01943306510497591,0.0,0.0,False,0.057792549346164596,0.0,0.0,False,0.6599790324398228,0.0,0.0,False,1.0582026354738252,0.0,0.0,False
89,False,0.01,0.0,1.1104222044242714e-05,1.1104222044242714e-05,0.0,left,0.6825410751754086,0.6825410751754086,0.019494639824535583,0.0,False,0.019494639824535583,0.0,0.0,False,0.05781550636091129,0.0,0.0,False,0.6599539927379179,0.0,0.0,False,1.0581385469142042,0.0,0.0,False
